,home,distance,type,assisted,result
1495,0,1,2-pt dunk,1,1
1496,0,14,2-pt jump shot,0,0
1497,0,11,2-pt jump shot,0,0
1498,0,21,2-pt jump shot,0,0
1499,0,7,2-pt layup,0,0
1500,0,5,2-pt jump shot,0,1
1501,0,14,2-pt jump shot,0,1
1502,0,17,2-pt jump shot,0,0
1503,0,4,2-pt layup,0,0
1504,0,1,2-pt dunk,1,1
1505,0,13,2-pt jump shot,0,0
1506,0,14,2-pt jump shot,0,1
1507,0,21,2-pt jump shot,0,0
1508,0,26,3-pt jump shot,1,1
1509,0,15,2-pt jump shot,0,0
1510,0,12,2-pt jump shot,0,0
1511,0,2,2-pt layup,0,0
1512,0,5,2-pt hook shot,0,0
1513,0,11,2-pt jump shot,0,0
1514,0,3,2-pt jump shot,0,0
1515,0,12,2-pt jump shot,0,0
1516,0,1,2-pt layup,1,1
1517,0,11,2-pt jump shot,0,1
1518,0,1,2-pt layup,0,0
1519,0,17,2-pt jump shot,0,0
1520,0,16,2-pt jump shot,0,1
1521,0,21,2-pt jump shot,0,0
1522,0,22,3-pt jump shot,0,0
1523,0,1,2-pt dunk,1,1
1524,0,1,2-pt layup,0,0
1525,0,17,2-pt jump shot,0,1
1526,0,2,2-pt layup,0,0
1527,0,16,2-pt jump shot,0,1
1528,0,23,2-pt jump shot,1,1
1529,0,1,2-pt layup,0,1
1530,0,24,3-pt jump shot,0,0
1531,0,24,3-pt jump shot,0,0
1532,0,1,2-pt dunk,1,1
1533,0,1,2-pt layup,1,1
1534,0,19,2-pt jump shot,0,0
1535,0,2,2-pt layup,1,1
1536,0,1,2-pt layup,0,1
1537,0,22,2-pt jump shot,0,1
1538,0,8,2-pt jump shot,0,0
1539,1,17,2-pt jump shot,1,1
1540,1,26,3-pt jump shot,0,0
1541,1,14,2-pt jump shot,0,0
1542,1,5,2-pt dunk,0,0
1543,1,17,2-pt jump shot,0,0
1544,1,16,2-pt jump shot,0,0
1545,1,2,2-pt layup,1,1
1546,1,8,2-pt jump shot,0,0
1547,1,2,2-pt layup,0,0
1548,1,20,2-pt jump shot,0,0
1549,1,2,2-pt layup,0,0
1550,1,12,2-pt jump shot,0,0
1551,1,4,2-pt layup,0,0
1552,1,4,2-pt jump shot,0,0
1553,1,14,2-pt jump shot,0,1
1554,1,15,2-pt jump shot,0,1
1555,1,16,2-pt jump shot,0,0
1556,1,12,2-pt jump shot,0,0
1557,1,2,2-pt dunk,1,1
1558,1,19,2-pt jump shot,0,0
1559,1,11,2-pt jump shot,0,0
1560,1,26,3-pt jump shot,0,0
1561,1,1,2-pt jump shot,1,1
1562,1,27,3-pt jump shot,0,0
1563,0,13,2-pt jump shot,0,0
1564,0,10,2-pt jump shot,1,1
1565,0,23,2-pt jump shot,0,0
1566,0,0,2-pt layup,1,1
1567,0,11,2-pt jump shot,0,0
1568,0,13,2-pt jump shot,1,1
1569,0,17,2-pt jump shot,0,1
1570,1,18,2-pt jump shot,0,1
1571,1,17,2-pt jump shot,0,1
1572,1,19,2-pt jump shot,0,0
1573,1,10,2-pt jump shot,0,0
1574,1,2,2-pt layup,1,1
1575,1,25,3-pt jump shot,0,0
1576,1,26,3-pt jump shot,1,1
1577,1,12,2-pt jump shot,0,0
1578,1,24,3-pt jump shot,0,0
1579,1,17,2-pt jump shot,0,0
1580,1,26,3-pt jump shot,0,0
1581,1,23,3-pt jump shot,1,1
1582,1,15,2-pt jump shot,0,1
1583,1,10,2-pt jump shot,0,1
1584,1,2,2-pt jump shot,0,1
1585,1,15,2-pt jump shot,0,0
1586,1,2,2-pt layup,1,1
1587,1,12,2-pt jump shot,0,0
1588,1,3,2-pt layup,0,1
1589,1,16,2-pt jump shot,0,1
1590,1,16,2-pt jump shot,0,0
1591,1,2,2-pt layup,0,1
1592,1,23,3-pt jump shot,1,1
1593,1,1,2-pt layup,0,1
1594,1,22,3-pt jump shot,1,1
1595,1,14,2-pt jump shot,0,0
1596,1,26,3-pt jump shot,0,0
1597,1,2,2-pt layup,0,0
1598,1,0,2-pt dunk,1,1
1599,1,1,2-pt layup,1,1
1600,1,2,2-pt layup,1,1
1601,1,25,3-pt jump shot,1,1
1602,1,16,2-pt jump shot,0,1
1603,1,20,2-pt jump shot,0,0
1604,1,2,2-pt dunk,1,1
1605,1,24,3-pt jump shot,1,1
1606,1,2,2-pt layup,0,1
1607,1,10,2-pt jump shot,0,0
1608,1,16,2-pt jump shot,1,1
1609,1,14,2-pt jump shot,0,0
1610,1,1,2-pt layup,0,0
1611,1,1,2-pt dunk,1,1
1612,1,3,2-pt layup,0,1
1613,1,20,2-pt jump shot,0,0
1614,1,1,2-pt dunk,1,1
1615,1,0,2-pt dunk,1,1
1616,1,15,2-pt jump shot,0,0
1617,1,23,3-pt jump shot,1,1
1618,1,19,2-pt jump shot,1,1
1619,1,3,2-pt layup,0,0
1620,1,17,2-pt jump shot,1,1
1621,1,13,2-pt jump shot,0,0
1622,1,15,2-pt jump shot,0,1
1623,1,2,2-pt layup,0,0
1624,1,0,2-pt layup,0,1
1625,1,25,3-pt jump shot,0,0
1626,1,15,2-pt jump shot,0,1
1627,1,2,2-pt layup,0,0
1628,1,26,3-pt jump shot,0,0
1629,1,2,2-pt layup,0,0
1630,1,2,2-pt layup,0,0
1631,1,1,2-pt dunk,1,1
1632,1,15,2-pt jump shot,0,0
1633,1,1,2-pt layup,0,1
1634,0,2,2-pt layup,0,0
1635,0,21,2-pt jump shot,0,0
1636,0,16,2-pt jump shot,0,1
1637,0,25,3-pt jump shot,0,0
1638,0,23,3-pt jump shot,0,0
1639,0,14,2-pt jump shot,0,0
1640,0,14,2-pt jump shot,0,1
1641,0,2,2-pt layup,0,0
1642,0,12,2-pt jump shot,1,1
1643,0,14,2-pt jump shot,0,1
1644,0,15,2-pt jump shot,0,0
1645,0,20,2-pt jump shot,0,1
1646,0,0,2-pt layup,0,1
1647,0,12,2-pt jump shot,0,0
1648,0,19,2-pt jump shot,1,1
1649,0,2,2-pt layup,0,0
1650,0,2,2-pt layup,0,0
1651,1,14,2-pt jump shot,0,0
1652,1,25,3-pt jump shot,0,0
1653,1,2,2-pt layup,0,0
1654,1,20,2-pt jump shot,0,0
1655,1,3,2-pt layup,0,0
1656,1,26,3-pt jump shot,0,0
1657,1,16,2-pt jump shot,0,0
1658,1,17,2-pt jump shot,1,1
1659,1,18,2-pt jump shot,0,0
1660,1,15,2-pt jump shot,0,0
1661,1,20,2-pt jump shot,0,1
1662,1,2,2-pt layup,1,1
1663,1,2,2-pt dunk,0,1
1664,1,3,2-pt layup,0,0
1665,1,2,2-pt dunk,1,1
1666,1,19,2-pt jump shot,0,0
1667,1,14,2-pt jump shot,0,1
1668,1,15,2-pt jump shot,0,0
1669,1,11,2-pt jump shot,0,1
1670,1,2,2-pt layup,0,0
1671,1,4,2-pt layup,0,1
1672,1,16,2-pt jump shot,0,0
1673,1,2,2-pt layup,0,1
1674,1,1,2-pt layup,1,1
1675,1,1,2-pt layup,0,0
1676,1,5,2-pt layup,0,0
1677,1,14,2-pt jump shot,0,1
1678,1,2,2-pt layup,0,1
1679,1,14,2-pt jump shot,0,0
1680,1,2,2-pt layup,0,0
1681,1,11,2-pt jump shot,0,1
1682,1,16,2-pt jump shot,0,0
1683,1,3,2-pt dunk,0,0
1684,1,10,2-pt jump shot,1,1
1685,1,16,2-pt jump shot,0,0
1686,1,1,2-pt layup,0,1
1687,1,20,2-pt jump shot,0,0
1688,1,8,2-pt layup,0,0
1689,0,9,2-pt jump shot,0,0
1690,0,0,2-pt layup,0,1
1691,0,24,3-pt jump shot,0,0
1692,0,1,2-pt layup,1,1
1693,0,1,2-pt layup,0,1
1694,0,3,2-pt layup,0,0
1695,0,6,2-pt jump shot,0,0
1696,0,17,2-pt jump shot,0,0
1697,0,18,2-pt jump shot,0,1
1698,0,2,2-pt dunk,1,1
1699,0,2,2-pt layup,0,0
1700,0,25,3-pt jump shot,1,1
1701,0,1,2-pt layup,0,0
1702,0,0,2-pt layup,0,1
1703,0,4,2-pt jump shot,0,0
1704,0,23,3-pt jump shot,0,0
1705,0,1,2-pt layup,0,0
1706,0,16,2-pt jump shot,0,0
1707,0,9,2-pt jump shot,0,0
1708,0,2,2-pt layup,0,0
1709,0,15,2-pt jump shot,1,1
1710,0,25,3-pt jump shot,0,0
1711,0,18,2-pt jump shot,0,0
1712,0,2,2-pt layup,0,0
1713,0,7,2-pt jump shot,0,0
1714,0,20,2-pt jump shot,0,1
1715,1,1,2-pt layup,0,1
1716,1,1,2-pt layup,0,1
1717,1,0,2-pt layup,1,1
1718,1,14,2-pt jump shot,0,0
1719,1,2,2-pt jump shot,0,0
1720,1,4,2-pt layup,0,0
1721,1,4,2-pt layup,0,0
1722,1,3,2-pt layup,0,0
1723,1,12,2-pt jump shot,1,1
1724,1,16,2-pt jump shot,0,1
1725,1,19,2-pt jump shot,0,0
1726,1,0,2-pt layup,0,1
1727,0,13,2-pt jump shot,0,0
1728,0,0,2-pt dunk,1,1
1729,0,1,2-pt layup,1,1
1730,0,11,2-pt jump shot,1,1
1731,0,2,2-pt dunk,1,1
1732,0,25,3-pt jump shot,0,1
1733,0,4,2-pt jump shot,0,1
1734,0,1,2-pt layup,1,1
1735,0,23,3-pt jump shot,1,1
1736,0,18,2-pt jump shot,0,1
1737,0,21,2-pt jump shot,0,0
1738,0,8,2-pt jump shot,0,0
1739,0,4,2-pt layup,0,0
1740,0,23,3-pt jump shot,1,1
1741,0,24,3-pt jump shot,0,0
1742,0,1,2-pt layup,0,0
1743,0,17,2-pt jump shot,0,0
1744,0,25,3-pt jump shot,0,0
1745,0,4,2-pt jump shot,0,0
1746,0,14,2-pt jump shot,0,0
1747,0,13,2-pt jump shot,0,0
1748,0,7,2-pt jump shot,0,0
1749,0,0,2-pt layup,0,0
1750,0,1,2-pt layup,0,0
1751,0,1,2-pt layup,0,0
1752,0,2,2-pt jump shot,0,1
1753,0,0,2-pt layup,0,1
1754,0,0,2-pt dunk,0,1
1755,0,1,2-pt layup,1,1
1756,0,0,2-pt dunk,0,1
1757,0,3,2-pt layup,0,0
1758,0,3,2-pt layup,0,0
1759,0,20,2-pt jump shot,0,0
1760,0,1,2-pt layup,0,1
1761,0,1,2-pt layup,0,0
1762,0,25,3-pt jump shot,0,0
1763,0,1,2-pt layup,0,0
1764,0,1,2-pt layup,0,1
1765,0,2,2-pt layup,0,0
1766,0,0,2-pt layup,0,1
1767,0,26,3-pt jump shot,0,0
1768,0,10,2-pt jump shot,0,1
1769,0,0,2-pt dunk,1,1
1770,0,25,3-pt jump shot,0,0
1771,0,4,2-pt layup,0,0
1772,0,1,2-pt dunk,0,1
1773,0,6,2-pt jump shot,0,0
1774,0,22,3-pt jump shot,1,1
1775,0,3,2-pt layup,0,0
1776,0,0,2-pt layup,0,0
1777,0,0,2-pt layup,0,1
1778,0,8,2-pt jump shot,0,0
1779,0,1,2-pt layup,0,0
1780,0,18,2-pt jump shot,0,0
1781,0,2,2-pt dunk,0,0
1782,0,1,2-pt jump shot,0,0
1783,0,6,2-pt jump shot,0,0
1784,0,5,2-pt jump shot,0,0
1785,0,22,2-pt jump shot,0,1
1786,0,12,2-pt jump shot,0,0
1787,0,17,2-pt jump shot,0,0
1788,0,27,3-pt jump shot,1,1
1789,1,2,2-pt layup,0,0
1790,1,25,3-pt jump shot,0,0
1791,1,3,2-pt layup,1,1
1792,1,1,2-pt dunk,1,1
1793,1,19,2-pt jump shot,0,0
1794,1,17,2-pt jump shot,1,1
1795,1,10,2-pt jump shot,0,0
1796,1,15,2-pt jump shot,0,1
1797,1,2,2-pt jump shot,0,0
1798,1,1,2-pt layup,0,0
1799,1,5,2-pt jump shot,0,0
1800,1,0,2-pt layup,0,1
1801,1,19,2-pt jump shot,0,0
1802,1,3,2-pt layup,0,0
1803,1,2,2-pt layup,0,1
1804,1,7,2-pt jump shot,0,1
1805,0,1,2-pt layup,1,1
1806,0,3,2-pt layup,0,0
1807,0,4,2-pt layup,0,0
1808,0,2,2-pt dunk,1,1
1809,0,2,2-pt layup,0,0
1810,0,21,2-pt jump shot,1,1
1811,0,22,3-pt jump shot,0,0
1812,0,2,2-pt layup,0,1
1813,0,2,2-pt layup,0,0
1814,0,14,2-pt jump shot,0,0
1815,0,15,2-pt jump shot,0,1
1816,0,11,2-pt jump shot,0,0
1817,0,1,2-pt layup,0,1
1818,0,22,3-pt jump shot,0,0
1819,1,18,2-pt jump shot,1,1
1820,1,20,2-pt jump shot,0,0
1821,1,24,3-pt jump shot,1,1
1822,1,1,2-pt layup,1,1
1823,1,1,2-pt layup,0,1
1824,1,4,2-pt hook shot,0,0
1825,1,24,3-pt jump shot,1,1
1826,1,15,2-pt jump shot,1,1
1827,1,2,2-pt dunk,0,1
1828,1,20,2-pt jump shot,0,0
1829,1,3,2-pt jump shot,0,1
1830,1,17,2-pt jump shot,0,0
1831,1,2,2-pt layup,1,1
1832,1,20,2-pt jump shot,1,1
1833,1,2,2-pt layup,0,0
1834,1,19,2-pt jump shot,0,0
1835,1,2,2-pt layup,0,0
1836,1,21,2-pt jump shot,0,0
1837,1,2,2-pt layup,0,1
1838,1,1,2-pt layup,0,1
1839,1,12,2-pt jump shot,0,0
1840,0,18,2-pt jump shot,0,0
1841,0,0,2-pt layup,0,1
1842,0,2,2-pt layup,1,1
1843,0,2,2-pt dunk,0,1
1844,0,3,2-pt layup,0,0
1845,0,2,2-pt layup,1,1
1846,0,1,2-pt layup,0,1
1847,0,3,2-pt dunk,1,1
1848,0,17,2-pt jump shot,0,0
1849,0,23,3-pt jump shot,0,0
1850,0,1,2-pt layup,0,1
1851,0,1,2-pt layup,0,0
1852,0,3,2-pt jump shot,0,0
1853,0,7,2-pt jump shot,0,0
1854,0,2,2-pt layup,0,1
1855,0,5,2-pt jump shot,0,1
1856,0,1,2-pt dunk,1,1
1857,1,25,3-pt jump shot,1,1
1858,1,1,2-pt layup,0,1
1859,1,18,2-pt jump shot,0,0
1860,1,1,2-pt layup,0,0
1861,1,1,2-pt dunk,1,1
1862,1,25,3-pt jump shot,0,0
1863,1,25,3-pt jump shot,0,0
1864,1,2,2-pt layup,0,1
1865,1,4,2-pt layup,0,0
1866,1,0,2-pt layup,0,0
1867,1,17,2-pt jump shot,0,0
1868,1,4,2-pt layup,0,1
1869,1,2,2-pt layup,0,1
1870,1,25,3-pt jump shot,1,1
1871,1,2,2-pt layup,0,0
1872,1,18,2-pt jump shot,0,0
1873,1,2,2-pt layup,0,0
1874,1,21,2-pt jump shot,1,1
1875,1,2,2-pt jump shot,0,0
1876,1,23,3-pt jump shot,0,0
1877,1,2,2-pt dunk,1,1
1878,1,16,2-pt jump shot,0,0
1879,1,6,2-pt layup,0,0
1880,1,2,2-pt layup,0,1
1881,1,18,2-pt jump shot,0,1
1882,1,26,3-pt jump shot,0,0
1883,1,14,2-pt jump shot,0,0
1884,1,0,2-pt layup,0,1
1885,1,1,2-pt layup,0,1
1886,1,2,2-pt dunk,1,1
1887,1,1,2-pt layup,0,0
1888,1,0,2-pt layup,0,0
1889,1,2,2-pt layup,1,1
1890,1,3,2-pt layup,0,1
1891,1,16,2-pt jump shot,0,0
1892,1,26,3-pt jump shot,0,0
1893,1,1,2-pt layup,0,1
1894,1,3,2-pt layup,0,0
1895,1,6,2-pt layup,0,0
1896,1,5,2-pt jump shot,0,0
1897,1,1,2-pt layup,0,0
1898,1,0,2-pt layup,0,0
1899,1,2,2-pt layup,0,1
1900,1,1,2-pt layup,0,1
1901,1,15,2-pt jump shot,0,0
1902,1,1,2-pt layup,0,1
1903,1,6,2-pt layup,0,0
1904,1,3,2-pt layup,0,0
1905,1,0,2-pt layup,0,1
1906,1,19,2-pt jump shot,1,1
1907,1,20,2-pt jump shot,0,0
1908,1,1,2-pt layup,0,1
1909,1,11,2-pt jump shot,1,1
1910,1,15,2-pt jump shot,0,1
1911,1,19,2-pt jump shot,0,1
1912,1,0,2-pt layup,0,0
1913,1,17,2-pt jump shot,0,0
1914,1,0,2-pt layup,0,0
1915,1,2,2-pt layup,0,1
1916,1,19,2-pt jump shot,0,1
1917,1,0,2-pt dunk,1,1
1918,0,2,2-pt layup,0,0
1919,0,2,2-pt layup,1,1
1920,0,14,2-pt jump shot,0,0
1921,0,9,2-pt jump shot,0,0
1922,0,2,2-pt layup,0,0
1923,0,17,2-pt jump shot,0,0
1924,0,18,2-pt jump shot,0,0
1925,0,1,2-pt dunk,0,1
1926,0,19,2-pt jump shot,0,0
1927,0,3,2-pt jump shot,0,0
1928,0,0,2-pt dunk,1,1
1929,0,15,2-pt jump shot,0,0
1930,0,1,2-pt layup,0,0
1931,0,23,3-pt jump shot,0,0
1932,0,16,2-pt jump shot,0,0
1933,0,8,2-pt layup,0,0
1934,0,22,3-pt jump shot,0,0
1935,0,1,2-pt layup,0,1
1936,0,7,2-pt jump shot,0,0
1937,0,18,2-pt jump shot,0,0
1938,0,0,2-pt dunk,1,1
1939,0,1,2-pt layup,0,1
1940,0,1,2-pt layup,0,0
1941,0,2,2-pt layup,0,0
1942,0,0,2-pt dunk,1,1
1943,0,26,3-pt jump shot,0,0
1944,0,19,2-pt jump shot,0,0
1945,0,2,2-pt layup,0,1
1946,0,17,2-pt jump shot,1,1
1947,0,5,2-pt layup,0,0
1948,0,3,2-pt layup,0,0
1949,0,8,2-pt jump shot,0,1
1950,0,2,2-pt layup,1,1
1951,0,20,2-pt jump shot,0,1
1952,0,1,2-pt layup,1,1
1953,0,25,3-pt jump shot,0,0
1954,0,2,2-pt layup,0,0
1955,0,0,2-pt dunk,0,1
1956,1,3,2-pt jump shot,0,0
1957,1,0,2-pt dunk,0,1
1958,1,1,2-pt layup,0,1
1959,1,2,2-pt layup,0,1
1960,1,3,2-pt layup,1,1
1961,1,1,2-pt layup,0,1
1962,1,1,2-pt layup,1,1
1963,1,3,2-pt layup,0,0
1964,1,18,2-pt jump shot,0,0
1965,1,3,2-pt layup,0,0
1966,1,19,2-pt jump shot,0,0
1967,1,2,2-pt layup,0,0
1968,1,3,2-pt jump shot,0,1
1969,1,18,2-pt jump shot,0,1
1970,1,2,2-pt layup,0,0
1971,1,2,2-pt layup,0,0
1972,1,17,2-pt jump shot,0,0
1973,1,25,3-pt jump shot,1,1
1974,1,13,2-pt jump shot,0,0
1975,1,1,2-pt dunk,1,1
1976,1,5,2-pt jump shot,0,1
1977,1,18,2-pt jump shot,0,0
1978,1,1,2-pt layup,0,0
1979,1,13,2-pt jump shot,0,1
1980,1,25,3-pt jump shot,1,1
1981,0,21,2-pt jump shot,1,1
1982,0,8,2-pt jump shot,0,0
1983,0,1,2-pt layup,0,0
1984,0,24,3-pt jump shot,0,0
1985,0,1,2-pt layup,0,1
1986,0,1,2-pt layup,0,0
1987,0,1,2-pt layup,0,1
1988,0,20,2-pt jump shot,1,1
1989,0,8,2-pt jump shot,0,0
1990,0,19,2-pt jump shot,0,1
1991,0,16,2-pt jump shot,0,0
1992,1,2,2-pt layup,0,0
1993,1,22,3-pt jump shot,0,0
1994,1,1,2-pt layup,0,1
1995,1,0,2-pt dunk,0,1
1996,1,15,2-pt jump shot,0,1
1997,1,17,2-pt jump shot,0,0
1998,1,9,2-pt jump shot,0,1
1999,1,5,2-pt layup,0,0
2000,1,12,2-pt jump shot,0,0
2001,1,0,2-pt dunk,1,1
2002,1,25,3-pt jump shot,1,1
2003,1,19,2-pt jump shot,0,0
2004,0,15,2-pt jump shot,0,0
2005,0,3,2-pt layup,0,0
2006,0,1,2-pt dunk,0,1
2007,0,14,2-pt jump shot,0,0
2008,0,2,2-pt hook shot,0,1
2009,0,17,2-pt jump shot,0,1
2010,0,2,2-pt dunk,0,1
2011,0,1,2-pt layup,1,1
2012,0,15,2-pt jump shot,0,0
2013,0,13,2-pt jump shot,0,0
2014,0,2,2-pt layup,0,1
2015,0,22,3-pt jump shot,0,0
2016,0,23,3-pt jump shot,1,1
2017,0,5,2-pt layup,0,0
2018,1,25,3-pt jump shot,0,0
2019,1,13,2-pt jump shot,0,0
2020,1,9,2-pt jump shot,0,0
2021,1,15,2-pt jump shot,0,1
2022,1,1,2-pt layup,0,1
2023,1,1,2-pt layup,1,1
2024,1,1,2-pt layup,0,0
2025,1,22,3-pt jump shot,0,0
2026,1,0,2-pt layup,0,0
2027,1,1,2-pt hook shot,0,0
2028,1,1,2-pt layup,1,1
2029,1,25,3-pt jump shot,0,0
2030,1,1,2-pt layup,1,1
2031,1,23,3-pt jump shot,0,0
2032,1,2,2-pt layup,0,1
2033,1,5,2-pt jump shot,0,0
2034,1,74,3-pt jump shot,0,0
2035,1,17,2-pt jump shot,1,1
2036,1,20,2-pt jump shot,0,0
2037,1,2,2-pt layup,0,1
2038,1,0,2-pt layup,0,0
2039,1,17,2-pt jump shot,0,1
2040,1,15,2-pt jump shot,0,1
2041,1,0,2-pt layup,0,1
2042,1,0,2-pt layup,0,0
2043,1,1,2-pt layup,0,0
2044,1,10,2-pt jump shot,0,0
2045,1,25,3-pt jump shot,0,0
2046,1,14,2-pt jump shot,0,0
2047,1,1,2-pt layup,0,1
2048,1,11,2-pt jump shot,0,0
2049,1,1,2-pt layup,0,0
2050,1,1,2-pt layup,1,1
2051,1,1,2-pt layup,0,1
2052,0,0,2-pt layup,0,1
2053,0,7,2-pt jump shot,0,1
2054,0,1,2-pt dunk,1,1
2055,0,14,2-pt jump shot,0,0
2056,0,25,3-pt jump shot,1,1
2057,0,14,2-pt jump shot,0,0
2058,0,20,2-pt jump shot,1,1
2059,0,1,2-pt layup,0,1
2060,0,0,2-pt layup,0,0
2061,0,23,3-pt jump shot,0,1
2062,0,23,3-pt jump shot,0,0
2063,0,17,2-pt jump shot,0,0
2064,1,9,2-pt jump shot,0,0
2065,1,1,2-pt layup,0,0
2066,1,16,2-pt jump shot,0,0
2067,1,3,2-pt layup,0,0
2068,1,17,2-pt jump shot,0,1
2069,1,18,2-pt jump shot,0,0
2070,1,4,2-pt jump shot,0,0
2071,1,2,2-pt layup,0,0
2072,1,17,2-pt jump shot,0,0
2073,1,1,2-pt layup,1,1
2074,1,18,2-pt jump shot,0,0
2075,1,0,2-pt layup,0,0
2076,1,17,2-pt jump shot,0,1
2077,1,15,2-pt jump shot,0,0
2078,1,26,3-pt jump shot,0,0
2079,0,9,2-pt jump shot,0,0
2080,0,1,2-pt layup,0,0
2081,0,1,2-pt jump shot,0,1
2082,0,1,2-pt layup,0,0
2083,0,18,2-pt jump shot,0,0
2084,0,1,2-pt layup,1,1
2085,0,10,2-pt jump shot,0,0
2086,0,5,2-pt jump shot,0,0
2087,0,5,2-pt jump shot,0,0
2088,0,20,2-pt jump shot,0,0
2089,0,19,2-pt jump shot,1,1
2090,0,2,2-pt layup,0,0
2091,0,2,2-pt layup,0,1
2092,0,13,2-pt jump shot,0,0
2093,0,1,2-pt layup,0,0
2094,0,15,2-pt jump shot,0,1
2095,1,1,2-pt layup,0,0
2096,1,1,2-pt layup,0,1
2097,1,15,2-pt jump shot,0,0
2098,1,1,2-pt layup,0,0
2099,1,1,2-pt layup,1,1
2100,1,25,3-pt jump shot,0,0
2101,1,0,2-pt dunk,0,1
2102,1,13,2-pt jump shot,0,0
2103,1,19,2-pt jump shot,0,1
2104,1,14,2-pt jump shot,0,0
2105,1,25,3-pt jump shot,0,0
2106,1,12,2-pt jump shot,0,0
2107,1,17,2-pt jump shot,0,0
2108,1,14,2-pt jump shot,0,0
2109,1,19,2-pt jump shot,1,1
2110,1,0,2-pt dunk,0,1
2111,1,0,2-pt dunk,0,1
2112,1,11,2-pt jump shot,0,0
2113,1,2,2-pt layup,0,0
2114,1,2,2-pt layup,0,0
2115,1,3,2-pt layup,0,0
2116,1,17,2-pt jump shot,0,0
2117,1,25,3-pt jump shot,1,1
2118,1,13,2-pt jump shot,0,0
2119,1,19,2-pt jump shot,0,0
2120,1,2,2-pt hook shot,0,1
2121,1,8,2-pt jump shot,0,1
2122,1,0,2-pt dunk,1,1
2123,1,1,2-pt layup,1,1
2124,1,16,2-pt jump shot,0,0
2125,1,4,2-pt jump shot,0,0
2126,1,18,2-pt jump shot,0,0
2127,1,23,3-pt jump shot,0,0
2128,1,2,2-pt layup,0,0
2129,1,12,2-pt jump shot,0,0
2130,1,3,2-pt layup,0,0
2131,1,2,2-pt layup,0,1
2132,1,0,2-pt dunk,0,1
2133,1,2,2-pt layup,0,1
2134,1,23,3-pt jump shot,0,0
2135,0,20,2-pt jump shot,0,0
2136,0,2,2-pt layup,1,1
2137,0,8,2-pt jump shot,0,1
2138,0,13,2-pt jump shot,0,1
2139,1,1,2-pt layup,0,1
2140,1,24,3-pt jump shot,0,0
2141,1,6,2-pt jump shot,0,0
2142,1,1,2-pt layup,0,0
2143,1,4,2-pt jump shot,0,1
2144,1,1,2-pt layup,1,1
2145,1,25,3-pt jump shot,0,0
2146,1,3,2-pt layup,1,1
2147,1,2,2-pt layup,0,1
2148,1,15,2-pt jump shot,0,1
2149,1,11,2-pt jump shot,0,0
2150,0,10,2-pt jump shot,0,0
2151,0,5,2-pt jump shot,0,0
2152,0,2,2-pt layup,0,1
2153,0,1,2-pt layup,0,1
2154,0,5,2-pt layup,0,0
2155,0,19,2-pt jump shot,1,1
2156,0,22,2-pt jump shot,0,1
2157,0,20,2-pt jump shot,0,0
2158,0,20,2-pt jump shot,0,0
2159,0,21,2-pt jump shot,1,1
2160,0,26,3-pt jump shot,1,1
2161,0,14,2-pt jump shot,0,0
2162,1,2,2-pt layup,0,1
2163,1,1,2-pt layup,0,0
2164,1,2,2-pt layup,0,1
2165,1,6,2-pt jump shot,0,0
2166,1,23,3-pt jump shot,1,1
2167,1,1,2-pt layup,0,1
2168,1,4,2-pt layup,0,0
2169,1,25,3-pt jump shot,0,0
2170,1,3,2-pt layup,0,1
2171,1,1,2-pt layup,1,1
2172,1,1,2-pt layup,0,0
2173,1,2,2-pt layup,1,1
2174,1,2,2-pt layup,0,1
2175,1,23,3-pt jump shot,0,0
2176,1,23,3-pt jump shot,0,0
2177,1,21,2-pt jump shot,0,1
2178,1,2,2-pt layup,0,0
2179,1,21,2-pt jump shot,1,1
2180,1,22,2-pt jump shot,0,0
2181,1,23,3-pt jump shot,1,1
2182,1,19,2-pt jump shot,0,0
2183,1,24,3-pt jump shot,1,1
2184,1,17,2-pt jump shot,0,0
2185,1,12,2-pt jump shot,0,0
2186,1,1,2-pt layup,1,1
2187,1,11,2-pt jump shot,0,0
2188,1,24,3-pt jump shot,0,0
2189,1,14,2-pt jump shot,0,0
2190,1,20,2-pt jump shot,0,1
2191,1,3,2-pt hook shot,0,1
2192,1,20,2-pt jump shot,0,1
2193,1,1,2-pt layup,1,1
2194,1,22,2-pt jump shot,1,1
2195,1,6,2-pt jump shot,0,1
2196,1,1,2-pt layup,1,1
2197,1,4,2-pt jump shot,0,0
2198,1,25,3-pt jump shot,0,0
2199,1,4,2-pt layup,0,0
2200,1,3,2-pt layup,0,0
2201,1,27,3-pt jump shot,1,1
2202,1,18,2-pt jump shot,0,1
2203,1,26,3-pt jump shot,0,0
2204,1,3,2-pt layup,0,0
2205,1,26,3-pt jump shot,0,0
2206,1,4,2-pt jump shot,0,1
2207,1,26,3-pt jump shot,0,0
2208,1,0,2-pt dunk,0,1
2209,1,17,2-pt jump shot,0,0
2210,0,1,2-pt layup,0,1
2211,0,16,2-pt jump shot,0,1
2212,0,0,2-pt dunk,1,1
2213,0,19,2-pt jump shot,0,1
2214,0,1,2-pt layup,0,1
2215,0,2,2-pt layup,0,0
2216,0,0,2-pt dunk,1,1
2217,0,24,3-pt jump shot,1,1
2218,0,24,3-pt jump shot,1,1
2219,0,9,2-pt jump shot,0,0
2220,0,23,3-pt jump shot,0,0
2221,0,15,2-pt jump shot,0,0
2222,0,1,2-pt layup,0,0
